370.25,0.315920338
370.25,0.316287561
369.85,0.3155363054
369.55,0.3158622309
369.35,0.316922298
369.15,0.3156090531
368.95,0.314282449
368.65,0.315703099
368.25,0.315350357
368.05,0.3162311341
367.85,0.3134769555
367.55,0.315174156
367.35,0.3159890098
367.15,0.3158942348
366.75,0.3151822608
366.55,0.3129591116
366.35,0.3153257444
366.05,0.3147726284
365.75,0.317362815
365.55,0.3130560993
365.05,0.3165538455
364.75,0.3158730805
364.55,0.3178238498
364.25,0.3136097912
364.05,0.3157356787
363.65,0.3119001291
363.45,0.3155929794
363.25,0.3149352671
362.95,0.3149821607
362.65,0.3147187092
362.55,0.3155340194
362.15,0.314753609
361.95,0.3164320535
361.65,0.3148361554
361.35,0.3168646937
361.15,0.3155601196
360.95,0.3148255044
360.65,0.3137427914
360.35,0.3172231211
360.15001,0.3137840856
359.85001,0.3141185014
359.55001,0.3153061564
359.35001,0.3137521992
359.15001,0.3132812229
358.85001,0.3133195699
358.55001,0.3140981158
358.35001,0.3158035158
358.05001,0.3158602817
357.85001,0.3128901056
357.55001,0.3155634866
357.35001,0.3135792127
357.05001,0.3149086124
356.85001,0.3147291325
356.45,0.3148125149
356.25,0.317141272
355.95,0.3166728623
355.85001,0.3130350416
355.55001,0.3169931352
355.25,0.3144865087
355.05001,0.3124798986
354.75,0.3145332104
354.55001,0.3150774016
354.15001,0.3146281601
354.05001,0.3147632444
353.65001,0.3174987593
353.45,0.3137171592
353.15001,0.3122313396
352.95,0.3141435343
352.65001,0.3110142099
352.35001,0.3132254909
352.15001,0.3125474103
351.85001,0.3144456524
351.65001,0.3128009516
351.35001,0.3146277424
351.05001,0.3143499951
350.85001,0.3126075859
350.55001,0.3146379146
350.35001,0.3151545763
350.05001,0.3136713944
349.85001,0.3131708
349.65001,0.3140542706
349.25,0.3144266607
348.95,0.3143162932
348.75,0.3129338274
348.55001,0.3126054321
348.25,0.312020866
348.05001,0.3149074543
347.75,0.3111321061
347.55001,0.3134193745
347.25,0.3121557975
346.95,0.3135172088
346.65001,0.3120552076
346.55001,0.3117387268
346.25,0.3128952464
345.95,0.3129540008
345.65001,0.3119696958
345.45,0.3101078679
345.15001,0.3119534164
344.85001,0.3118543288
344.65001,0.3091898621
344.45,0.3091132544
344.25,0.3118435277
343.85001,0.3129185769
343.65001,0.3097939982
343.35001,0.3091998052
343.05001,0.3083567257
342.95,0.3073303914
342.65001,0.3056294366
342.35001,0.3034743192
342.15001,0.3049739959
341.75,0.3038285613
341.55001,0.3033089302
341.25,0.2983260944
341.05001,0.2970460887
340.85001,0.2961741178
340.55001,0.2933498696
340.25,0.2923464251
340.05001,0.2908437776
339.75,0.2925038201
339.55001,0.2845315972
339.25,0.2843951582
339.05001,0.2811561223
338.65001,0.2805074356
338.55001,0.2787886253
338.15001,0.2781343144
337.95,0.276692884
337.65001,0.2735313902
337.45,0.2730228296
337.25,0.2722842015
336.85001,0.2698431305
336.65001,0.2693451517
336.45,0.2659849946
336.15001,0.2641704033
335.95,0.2650478028
335.55001,0.260631281
335.35,0.2624973527
335.15,0.259373192
334.85,0.2617122222
334.55,0.2602239882
334.45,0.2584324752
