334.05,0.2600884114
333.75,0.2588631286
333.65,0.2567743844
333.35,0.2571339871
333.15,0.2572819677
332.75,0.2566103163
332.45,0.2578732369
332.25,0.2552326666
332.05,0.2558844524
331.85,0.2542333923
331.55,0.255240327
331.25,0.2541832658
330.95,0.2546525557
330.75,0.2542412138
330.55,0.2540824632
330.15,0.2544532337
329.95,0.2549471225
329.65,0.252495386
329.45,0.2519267376
329.25,0.2533910765
328.95,0.2528805352
328.65,0.2534883011
328.35,0.253149653
328.15,0.2510058523
327.95,0.2492935756
327.65,0.2501814641
327.35,0.2494447158
327.15,0.2502325002
326.95,0.2479391535
326.55,0.2495506209
326.35,0.2521896579
326.15,0.2497658946
325.85,0.2492271317
325.55,0.2478945701
325.35,0.2489488637
325.05,0.2492140058
324.75,0.2470450712
324.55,0.2492071316
324.25,0.248576442
323.95,0.2478100849
323.85,0.2494466498
323.45,0.2497466113
323.25,0.2468392177
322.95,0.2474501109
322.85,0.2483002451
322.55,0.2487974704
322.15,0.2486672175
322.05,0.2495792913
321.75,0.2470249226
321.55,0.2491676493
321.15,0.2476233865
320.95,0.2487115214
320.65,0.2478486999
320.45,0.2462863243
320.25,0.245851285
319.95,0.2468640259
319.65,0.2479376883
319.45,0.2463448493
319.15,0.2442042913
318.95,0.2469870631
318.65,0.2452203737
318.35,0.2466846287
318.15,0.2469496195
317.85,0.246691835
317.65,0.2452863749
317.35,0.2476619831
317.05,0.2472375536
316.75,0.2493981672
316.55,0.247135014
316.25,0.2454081598
316.05,0.2459134691
315.85,0.2480541638
315.55,0.2454109176
315.25,0.2449374615
315.05,0.2472241412
314.85,0.2468978865
314.55,0.2456210761
314.25,0.2468514932
313.95,0.2452695038
313.65,0.243521959
313.45,0.2448280414
313.25,0.2450280356
313.05,0.2471857589
312.75,0.2465240021
312.45,0.2444893728
312.15,0.246787835
311.85,0.2440046885
311.65,0.2442375221
311.45,0.2444481885
311.15,0.2457523561
310.85,0.246613647
310.65,0.2445274845
310.35,0.2431983541
310.05,0.2440999692
309.85,0.2434711839
309.65,0.24499058
309.35,0.2449709114
309.15,0.2435496794
308.85,0.2461000741
308.55,0.246430454
308.35,0.2437958984
308.05,0.2457308233
307.75,0.2412686602
307.55,0.2417245773
307.35,0.2444227545
307.05,0.2442996404
306.85,0.2446922426
306.55,0.2440055181
306.25,0.2439044307
306.05,0.2414755256
305.75,0.243776011
305.45,0.2412921328
305.25,0.2440399442
305.05,0.2448646462
304.65,0.2448389148
304.45,0.2437491526
304.25,0.2401060072
303.95,0.2398333788
303.65,0.2442963847
303.35,0.243297403
303.15,0.2412022559
302.85,0.2420125532
302.65,0.2418658072
302.45,0.2425437555
302.15,0.2428965779
301.85,0.2421636656
301.55,0.241975414
301.35,0.2424923845
301.15,0.2443595569
300.85,0.2411867354
300.55,0.2442952258
300.35,0.2432832274
300.05,0.243757566
299.75,0.2441276514
299.55,0.2418002589
299.25,0.2424407218
299.05,0.2429867939
298.75,0.2434804692
298.45,0.244125504
298.25,0.2419340575
298.05,0.2432287964
297.75,0.24427996
297.45,0.2428826774
297.25,0.2440153039
296.95,0.2445425552
296.75,0.2425354953
296.45,0.2426853822
296.25,0.2431496307
295.95,0.2444838505
295.65,0.2433714923
295.45,0.2427039861
295.15,0.2433497538
294.95,0.242587044
294.75,0.2443486894
294.45,0.2409843119
294.15,0.2400860328
293.85,0.2410488629
293.65,0.2407793839
293.35,0.2415022491
293.15,0.2423695138
